Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Time,Transaction_Date,Transaction_Type,Merchant_ID,Merchant_Category,Transaction_Location,Customer_Home_Location,Distance_From_Home,Device_ID,IP_Address,Card_Type,Account_Balance,Daily_Transaction_Count,Weekly_Transaction_Count,Avg_Transaction_Amount,Max_Transaction_Last_24h,Is_International,Is_New_Merchant,Failed_Transaction_Count,Unusual_Time,Previous_Fraud_Count,Fraud_Label,Month,DayOfWeek,DayName,Hour
229279.0,41334.0,2.0,9:53,2025-04-22,ATM,69592.0,ATM,Multan,Karachi,489.0,249709.0,156.212.122.12,Credit,8.0,6.0,1.0,3.0,5.0,No,Yes,2.0,No,1.0,Normal,4,1,Tuesday,9
620899.0,98462.0,4.0,7:35,2025-04-20,Online,67738.0,Electronics,Islamabad,Islamabad,597.0,343029.0,119.83.8.139,Credit,23.0,7.0,24.0,3.0,7.0,No,No,1.0,Yes,1.0,Normal,4,6,Sunday,7
806879.0,77872.0,9.0,23:35,2025-01-05,Online,76216.0,Clothing,Dubai,Lahore,34.0,608665.0,112.37.18.88,Debit,14.0,1.0,11.0,2.0,1.0,No,No,1.0,Yes,0.0,Normal,1,6,Sunday,23
654260.0,25440.0,4.0,13:41,2025-02-18,ATM,84505.0,Grocery,Lahore,Lahore,531.0,851300.0,45.191.146.183,Debit,8.0,1.0,13.0,1.0,9.0,Yes,Yes,1.0,Yes,0.0,Normal,2,1,Tuesday,13
647022.0,11600.0,7.0,7:33,2025-03-09,POS,13792.0,Restaurant,Kuala Lumpur,Karachi,536.0,949712.0,70.228.152.86,Debit,26.0,5.0,7.0,4.0,8.0,No,No,0.0,Yes,1.0,Normal,3,6,Sunday,7
779293.0,96615.0,9.0,13:38,2025-03-31,Online,51370.0,Clothing,Faisalabad,Lahore,568.0,301670.0,85.68.179.29,Debit,22.0,4.0,23.0,1.0,3.0,No,Yes,2.0,Yes,0.0,Normal,3,0,Monday,13
581609.0,23739.0,2.0,16:20,2025-03-05,Online,41288.0,Restaurant,Dubai,Lahore,177.0,483634.0,238.164.5.152,Debit,22.0,1.0,24.0,3.0,1.0,No,Yes,2.0,No,1.0,Normal,3,2,Wednesday,16
694948.0,80492.0,4.0,12:07,2025-03-14,Online,20167.0,ATM,Kuala Lumpur,Karachi,524.0,487919.0,110.124.245.25,Credit,37.0,4.0,20.0,4.0,5.0,No,No,0.0,Yes,1.0,Normal,3,4,Friday,12
892278.0,57923.0,1.0,21:05,2025-04-16,ATM,74249.0,ATM,Bangkok,Multan,432.0,873472.0,227.19.55.73,Credit,15.0,7.0,7.0,2.0,4.0,Yes,No,2.0,Yes,1.0,Normal,4,2,Wednesday,21
169180.0,10049.0,7.0,12:58,2025-03-11,ATM,87718.0,Electronics,Lahore,Lahore,386.0,616591.0,117.10.214.186,Credit,16.0,1.0,18.0,2.0,4.0,No,No,1.0,Yes,0.0,Normal,3,1,Tuesday,12
575966.0,46517.0,7.0,4:09,2025-03-23,ATM,85133.0,Electronics,Bangkok,Multan,291.0,628361.0,225.196.247.80,Credit,11.0,6.0,7.0,5.0,1.0,Yes,Yes,0.0,Yes,0.0,Normal,3,6,Sunday,4
587203.0,72696.0,1.0,16:20,2025-04-19,POS,29121.0,ATM,Karachi,Islamabad,133.0,857052.0,34.88.155.240,Credit,23.0,7.0,13.0,5.0,8.0,Yes,Yes,0.0,No,0.0,Normal,4,5,Saturday,16
259846.0,73142.0,3.0,15:00,2025-01-13,Online,44113.0,ATM,Singapore,Multan,223.0,245266.0,38.35.47.38,Credit,35.0,1.0,3.0,3.0,1.0,No,No,2.0,No,0.0,Normal,1,0,Monday,15
274655.0,25297.0,6.0,4:12,2025-01-12,Online,25649.0,ATM,Faisalabad,Multan,414.0,358790.0,119.198.219.148,Credit,14.0,4.0,2.0,2.0,8.0,No,Yes,2.0,No,1.0,Normal,1,6,Sunday,4
613989.0,65821.0,6.0,3:59,2025-01-24,POS,66638.0,Fuel,Karachi,Multan,360.0,806132.0,119.231.1.206,Debit,5.0,2.0,23.0,3.0,7.0,Yes,No,0.0,Yes,0.0,Normal,1,4,Friday,3
426235.0,23604.0,8.0,10:53,2025-04-06,Online,77904.0,Fuel,Faisalabad,Multan,513.0,560419.0,139.69.114.162,Debit,30.0,1.0,10.0,3.0,4.0,No,No,0.0,Yes,1.0,Normal,4,6,Sunday,10
757195.0,13399.0,9.0,9:52,2025-03-12,POS,67666.0,Grocery,Bangkok,Faisalabad,570.0,111919.0,6.28.56.120,Credit,38.0,2.0,10.0,2.0,1.0,No,Yes,1.0,Yes,0.0,Normal,3,2,Wednesday,9
758559.0,66118.0,6.0,18:50,2025-04-15,POS,71538.0,Clothing,Karachi,Faisalabad,315.0,386838.0,202.79.161.218,Debit,38.0,6.0,9.0,3.0,1.0,No,Yes,1.0,No,1.0,Normal,4,1,Tuesday,18
402639.0,23462.0,3.0,17:03,2025-01-08,POS,67275.0,ATM,Islamabad,Karachi,246.0,734547.0,136.75.183.254,Debit,29.0,5.0,16.0,3.0,3.0,No,Yes,0.0,Yes,0.0,Normal,1,2,Wednesday,17
352453.0,85735.0,4.0,1:00,2025-02-27,Online,97777.0,Electronics,Bangkok,Karachi,7.0,462127.0,109.143.98.76,Credit,4.0,3.0,22.0,2.0,5.0,No,No,1.0,Yes,1.0,Normal,2,3,Thursday,1
138042.0,32746.0,7.0,18:19,2025-01-21,POS,86786.0,Grocery,Multan,Multan,424.0,121269.0,80.31.142.152,Credit,10.0,1.0,23.0,5.0,4.0,No,No,2.0,Yes,0.0,Normal,1,1,Tuesday,18
961701.0,55295.0,1.0,4:36,2025-01-02,ATM,45865.0,Clothing,Kuala Lumpur,Karachi,490.0,405721.0,13.136.207.49,Credit,26.0,5.0,13.0,3.0,7.0,Yes,Yes,1.0,No,0.0,Normal,1,3,Thursday,4
621936.0,74468.0,7.0,7:34,2025-01-19,ATM,25724.0,Grocery,Singapore,Lahore,521.0,636267.0,91.201.17.189,Debit,9.0,7.0,4.0,4.0,4.0,Yes,Yes,1.0,Yes,1.0,Normal,1,6,Sunday,7
315812.0,13984.0,4.0,0:31,2025-03-24,ATM,92441.0,Electronics,Bangkok,Faisalabad,489.0,121572.0,31.244.134.146,Credit,34.0,5.0,23.0,2.0,5.0,Yes,Yes,1.0,No,0.0,Normal,3,0,Monday,0
706557.0,47865.0,4.0,19:46,2025-03-09,POS,77759.0,ATM,London,Faisalabad,527.0,256834.0,120.206.185.201,Credit,21.0,7.0,5.0,1.0,8.0,Yes,No,2.0,Yes,1.0,Normal,3,6,Sunday,19
839296.0,46932.0,7.0,16:59,2025-03-09,ATM,22820.0,Fuel,Singapore,Islamabad,507.0,482596.0,238.206.195.41,Debit,10.0,4.0,2.0,1.0,5.0,Yes,No,2.0,No,1.0,Normal,3,6,Sunday,16
413186.0,21103.0,9.0,12:53,2025-03-15,POS,12626.0,ATM,Karachi,Lahore,280.0,963001.0,251.217.71.200,Credit,26.0,5.0,3.0,1.0,1.0,Yes,Yes,1.0,Yes,0.0,Normal,3,5,Saturday,12
541122.0,23963.0,5.0,17:55,2025-02-10,Online,58270.0,Electronics,Lahore,Multan,4.0,218947.0,60.193.210.123,Credit,31.0,5.0,7.0,1.0,4.0,No,Yes,2.0,No,0.0,Normal,2,0,Monday,17
140346.0,47693.0,5.0,21:19,2025-01-21,ATM,45311.0,Restaurant,Lahore,Multan,316.0,440020.0,186.131.224.43,Debit,29.0,6.0,14.0,3.0,4.0,Yes,No,2.0,No,0.0,Normal,1,1,Tuesday,21
225903.0,47340.0,3.0,6:22,2025-03-13,Online,84699.0,Electronics,Multan,Islamabad,434.0,249010.0,84.51.75.149,Credit,23.0,1.0,18.0,3.0,1.0,No,No,0.0,No,1.0,Normal,3,3,Thursday,6
144714.0,80923.0,8.0,11:21,2025-01-09,Online,50027.0,Grocery,Multan,Lahore,79.0,818317.0,38.194.176.201,Debit,5.0,4.0,16.0,1.0,7.0,Yes,Yes,1.0,No,1.0,Normal,1,3,Thursday,11
945149.0,30756.0,6.0,14:20,2025-01-03,Online,82656.0,Fuel,Karachi,Faisalabad,63.0,681265.0,242.224.146.222,Credit,13.0,1.0,21.0,4.0,6.0,Yes,No,0.0,Yes,0.0,Fraud,1,4,Friday,14
420346.0,21096.0,3.0,0:43,2025-02-14,Online,64131.0,Clothing,Singapore,Faisalabad,87.0,529348.0,198.18.85.240,Debit,31.0,2.0,16.0,4.0,5.0,No,No,1.0,Yes,0.0,Normal,2,4,Friday,0
357503.0,42839.0,9.0,9:12,2025-01-12,POS,16800.0,Fuel,Dubai,Multan,303.0,945375.0,142.151.97.14,Debit,27.0,1.0,20.0,1.0,9.0,No,Yes,0.0,Yes,1.0,Normal,1,6,Sunday,9
150587.0,46468.0,6.0,19:17,2025-04-22,Online,70919.0,ATM,Faisalabad,Islamabad,492.0,583418.0,182.123.14.134,Credit,14.0,5.0,1.0,2.0,6.0,No,No,1.0,No,1.0,Normal,4,1,Tuesday,19
595203.0,63136.0,9.0,12:48,2025-04-20,POS,92712.0,Electronics,Lahore,Faisalabad,138.0,398018.0,95.68.240.74,Credit,27.0,1.0,12.0,2.0,9.0,No,Yes,0.0,Yes,1.0,Normal,4,6,Sunday,12
194589.0,39351.0,6.0,18:27,2025-03-23,ATM,33186.0,Grocery,Bangkok,Faisalabad,347.0,904802.0,106.106.247.59,Credit,8.0,6.0,19.0,3.0,4.0,Yes,No,2.0,Yes,0.0,Normal,3,6,Sunday,18
607695.0,73134.0,3.0,19:45,2025-01-17,ATM,47353.0,Grocery,Karachi,Lahore,34.0,887262.0,224.200.76.108,Credit,7.0,7.0,21.0,3.0,5.0,Yes,No,0.0,Yes,1.0,Normal,1,4,Friday,19
627036.0,16891.0,4.0,20:32,2025-01-13,ATM,93787.0,Grocery,Islamabad,Faisalabad,434.0,858988.0,138.74.159.180,Debit,24.0,1.0,15.0,2.0,6.0,Yes,No,0.0,Yes,0.0,Normal,1,0,Monday,20
696280.0,99131.0,6.0,2:57,2025-01-14,Online,54291.0,Fuel,Bangkok,Karachi,368.0,329796.0,190.44.224.53,Credit,36.0,3.0,24.0,2.0,2.0,Yes,Yes,1.0,Yes,1.0,Normal,1,1,Tuesday,2
621981.0,28928.0,6.0,17:57,2025-01-13,Online,75022.0,Grocery,Kuala Lumpur,Faisalabad,224.0,629045.0,135.244.80.104,Debit,18.0,5.0,11.0,4.0,8.0,Yes,No,2.0,Yes,1.0,Normal,1,0,Monday,17
809533.0,36683.0,9.0,20:29,2025-02-20,Online,97274.0,Restaurant,London,Faisalabad,276.0,521800.0,239.199.9.37,Credit,25.0,1.0,17.0,4.0,5.0,Yes,No,2.0,No,0.0,Normal,2,3,Thursday,20
190919.0,76349.0,3.0,2:22,2025-01-05,POS,93974.0,Fuel,Lahore,Lahore,231.0,550072.0,154.246.233.145,Credit,14.0,1.0,7.0,5.0,2.0,Yes,Yes,0.0,Yes,0.0,Normal,1,6,Sunday,2
626386.0,35213.0,9.0,9:02,2025-04-03,POS,38091.0,ATM,Kuala Lumpur,Faisalabad,64.0,718860.0,62.111.41.35,Debit,22.0,7.0,10.0,1.0,9.0,Yes,Yes,2.0,Yes,1.0,Normal,4,3,Thursday,9
706641.0,37382.0,5.0,3:12,2025-03-29,POS,33624.0,Electronics,Bangkok,Islamabad,242.0,486393.0,63.101.16.54,Credit,26.0,3.0,15.0,3.0,5.0,No,Yes,1.0,Yes,0.0,Normal,3,5,Saturday,3
435405.0,55932.0,1.0,18:07,2025-01-29,POS,16413.0,Grocery,London,Lahore,79.0,419069.0,33.173.56.165,Debit,14.0,3.0,16.0,4.0,1.0,Yes,No,1.0,Yes,1.0,Normal,1,2,Wednesday,18
382372.0,19991.0,8.0,13:31,2025-02-06,POS,29792.0,Electronics,Kuala Lumpur,Multan,420.0,296959.0,102.25.35.213,Credit,6.0,1.0,12.0,4.0,9.0,Yes,No,2.0,Yes,0.0,Normal,2,3,Thursday,13
508127.0,29181.0,4.0,3:07,2025-03-22,Online,71480.0,Electronics,Multan,Lahore,285.0,825095.0,81.69.230.75,Debit,6.0,6.0,1.0,1.0,6.0,Yes,Yes,0.0,Yes,0.0,Normal,3,5,Saturday,3
222322.0,13723.0,3.0,17:20,2025-03-27,POS,98281.0,Clothing,Bangkok,Lahore,141.0,709810.0,145.81.186.219,Credit,30.0,1.0,6.0,5.0,2.0,No,Yes,0.0,Yes,1.0,Normal,3,3,Thursday,17
756819.0,96516.0,5.0,8:17,2025-03-24,Online,40915.0,Clothing,Islamabad,Multan,32.0,297907.0,197.110.247.47,Credit,25.0,2.0,3.0,2.0,9.0,No,Yes,1.0,Yes,1.0,Normal,3,0,Monday,8
292073.0,33501.0,6.0,17:25,2025-04-08,ATM,62759.0,Fuel,Faisalabad,Faisalabad,389.0,757233.0,171.126.162.244,Credit,14.0,4.0,5.0,1.0,3.0,No,Yes,1.0,Yes,1.0,Normal,4,1,Tuesday,17
963505.0,56740.0,9.0,1:32,2025-01-23,Online,69430.0,Grocery,Kuala Lumpur,Islamabad,46.0,262785.0,156.160.56.226,Credit,18.0,1.0,1.0,5.0,6.0,No,Yes,2.0,Yes,0.0,Normal,1,3,Thursday,1
970983.0,19446.0,8.0,14:43,2025-01-26,Online,63244.0,Restaurant,Kuala Lumpur,Karachi,556.0,568180.0,244.134.33.156,Credit,17.0,7.0,23.0,5.0,3.0,Yes,No,0.0,No,0.0,Normal,1,6,Sunday,14
508405.0,63736.0,1.0,6:05,2025-02-12,POS,95262.0,Clothing,Lahore,Lahore,372.0,265756.0,193.109.160.129,Debit,36.0,7.0,9.0,5.0,3.0,Yes,Yes,1.0,No,1.0,Normal,2,2,Wednesday,6
293990.0,48766.0,6.0,18:15,2025-03-01,ATM,48642.0,ATM,London,Faisalabad,561.0,551986.0,191.195.254.158,Credit,29.0,6.0,22.0,1.0,1.0,No,Yes,2.0,Yes,0.0,Normal,3,5,Saturday,18
513565.0,56845.0,3.0,1:44,2025-01-30,ATM,66552.0,Grocery,Lahore,Lahore,83.0,726370.0,231.121.57.175,Credit,38.0,5.0,16.0,1.0,2.0,Yes,No,2.0,Yes,0.0,Normal,1,3,Thursday,1
578751.0,30125.0,9.0,1:29,2025-03-29,ATM,13336.0,Grocery,London,Islamabad,491.0,637700.0,38.222.71.162,Debit,7.0,1.0,22.0,3.0,3.0,No,No,0.0,Yes,0.0,Normal,3,5,Saturday,1
810819.0,70563.0,1.0,19:29,2025-01-02,ATM,67999.0,Grocery,Kuala Lumpur,Faisalabad,45.0,475168.0,240.63.30.55,Credit,32.0,3.0,5.0,4.0,7.0,No,Yes,2.0,Yes,1.0,Normal,1,3,Thursday,19
603311.0,74137.0,2.0,9:25,2025-04-27,Online,32876.0,Restaurant,Singapore,Faisalabad,596.0,457565.0,197.199.30.181,Credit,21.0,1.0,10.0,4.0,2.0,No,Yes,1.0,No,1.0,Normal,4,6,Sunday,9
478545.0,34516.0,4.0,22:43,2025-04-27,POS,96893.0,Electronics,Lahore,Multan,5.0,118513.0,130.148.84.163,Credit,26.0,3.0,23.0,5.0,1.0,No,Yes,2.0,No,1.0,Fraud,4,6,Sunday,22
896253.0,57088.0,3.0,16:50,2025-02-17,ATM,92750.0,Electronics,Dubai,Lahore,218.0,572085.0,40.218.25.47,Debit,27.0,2.0,5.0,1.0,8.0,Yes,Yes,2.0,No,0.0,Normal,2,0,Monday,16
229720.0,40378.0,9.0,11:55,2025-02-01,POS,98267.0,Fuel,Bangkok,Karachi,11.0,151875.0,234.143.106.193,Credit,13.0,1.0,18.0,2.0,3.0,Yes,Yes,0.0,No,0.0,Normal,2,5,Saturday,11
975288.0,96726.0,1.0,20:31,2025-01-08,POS,64395.0,Clothing,Dubai,Lahore,553.0,466800.0,183.179.127.18,Credit,20.0,1.0,6.0,1.0,3.0,No,No,1.0,Yes,0.0,Normal,1,2,Wednesday,20
198083.0,77549.0,7.0,22:41,2025-04-24,Online,16676.0,Fuel,Multan,Multan,328.0,478782.0,230.96.197.189,Debit,3.0,5.0,3.0,1.0,7.0,No,Yes,0.0,Yes,0.0,Normal,4,3,Thursday,22
623581.0,13494.0,3.0,21:39,2025-04-02,Online,63420.0,Fuel,Faisalabad,Islamabad,193.0,313463.0,38.127.144.252,Credit,13.0,5.0,18.0,3.0,4.0,Yes,No,2.0,Yes,1.0,Normal,4,2,Wednesday,21
700704.0,81168.0,1.0,20:01,2025-01-21,ATM,40545.0,Fuel,Singapore,Lahore,266.0,584172.0,187.230.247.24,Credit,29.0,6.0,9.0,5.0,3.0,No,Yes,2.0,Yes,0.0,Normal,1,1,Tuesday,20
908650.0,13939.0,3.0,23:24,2025-01-15,ATM,22504.0,Grocery,Kuala Lumpur,Faisalabad,426.0,665374.0,207.11.25.121,Credit,33.0,2.0,5.0,5.0,2.0,Yes,No,1.0,No,1.0,Normal,1,2,Wednesday,23
828626.0,38804.0,6.0,15:16,2025-04-20,POS,38002.0,Fuel,Kuala Lumpur,Lahore,45.0,944271.0,3.136.74.210,Debit,19.0,2.0,16.0,1.0,3.0,No,No,0.0,Yes,0.0,Normal,4,6,Sunday,15
408139.0,22399.0,5.0,2:49,2025-01-19,POS,37163.0,Electronics,Singapore,Islamabad,214.0,287195.0,44.23.166.113,Debit,39.0,4.0,22.0,5.0,6.0,No,Yes,1.0,Yes,1.0,Normal,1,6,Sunday,2
984802.0,12704.0,1.0,20:39,2025-01-05,ATM,48565.0,Restaurant,Kuala Lumpur,Multan,13.0,224368.0,87.214.235.101,Debit,30.0,6.0,12.0,3.0,9.0,No,No,2.0,No,0.0,Normal,1,6,Sunday,20
450449.0,73862.0,4.0,20:54,2025-03-23,Online,55083.0,Clothing,Bangkok,Karachi,396.0,297342.0,249.25.246.216,Debit,37.0,5.0,3.0,5.0,1.0,No,No,1.0,No,0.0,Normal,3,6,Sunday,20
303487.0,80977.0,1.0,7:19,2025-04-05,Online,28653.0,ATM,Karachi,Faisalabad,318.0,525166.0,87.187.201.105,Credit,24.0,1.0,16.0,1.0,3.0,No,Yes,0.0,No,0.0,Normal,4,5,Saturday,7
253307.0,46543.0,4.0,17:38,2025-04-10,ATM,67997.0,ATM,London,Karachi,97.0,643492.0,245.8.91.227,Credit,30.0,1.0,2.0,1.0,9.0,Yes,No,2.0,No,1.0,Normal,4,3,Thursday,17
